rank,artist_name,sub_agency,score,chart_momentum_raw,chart_momentum_norm,youtube_subs_norm,platforms_hit,youtube_subscribers
1,RESCENE,THE MUZE Entertainment,0.751217,443.0,1.0,0.1707,1,851000
2,ATEEZ,KQ Entertainment,0.637742,255.0,0.5756,0.7827,3,5150000
3,IVE,Starship Entertainment,0.475383,152.0,0.3431,0.784,2,5170000
4,i-dle,Cube Entertainment,0.3,0.0,0.0,1.0,0,9760000
5,MAMAMOO,RBW,0.263747,0.0,0.0,0.8792,0,6840000
6,izna,WakeOne,0.217299,49.0,0.1106,0.4662,1,2030000
7,ZEROBASEONE,WakeOne,0.163257,12.0,0.0271,0.481,1,2120000
8,Kep1er,WakeOne,0.162728,0.0,0.0,0.5424,0,2540000
9,PLAVE,VLAST,0.145454,38.0,0.0858,0.2847,1,1190000
10,KiiiKiii,Starship Entertainment,0.140632,89.0,0.2009,0.0,1,515000
11,STAYC,High Up Entertainment,0.130953,0.0,0.0,0.4365,0,1860000
12,P1Harmony,FNC Entertainment,0.124153,0.0,0.0,0.4138,0,1740000
13,ONEUS,RBW,0.114959,0.0,0.0,0.3832,0,1590000
14,YENA,Yuehua Entertainment,0.103066,8.0,0.0181,0.3014,1,1250000
15,CIX,C9 Entertainment,0.06767,0.0,0.0,0.2256,0,1000000
