rank,track_id,artist_name_en,track_name,agency,sub_agency,score,chart_delta,chart_recent,chart_prev,is_new_hits,youtube_views,youtube_likes,youtube_comments,platforms_hit,platforms,youtube_video_id,agency_logo_url,artist_image_url,artwork_url,youtube_thumbnail_url
1,trk_eb6140f31bc0,TUIDE,SUN KISS,HYBE,ABD,0.786492,203.0,283.0,80.0,0,630309,21235,441,2,apple_kr|line,3Whid6DLrjA,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xM3RjMW9iMG44ZHJwJnM9anA2JnQ9bSZ1PTFsb25uYmxwYzUwZzAmaT0w/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/f2/a0/02/f2a00270-a846-b0aa-65b3-91bc94442e10/823375310600_Cover.jpg/300x300bb.jpg,https://i.ytimg.com/vi/-R9AM60KI24/mqdefault.jpg
2,trk_69c5375146af,ATEEZ,BAD,OTHER,KQ Entertainment,0.777744,185.0,622.0,437.0,0,7141731,275543,4276,4,apple_jp|apple_kr|line|spaceshower,z0s8bjdJbKI,,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tNWtiMmVqamt2cHJrdiZzPWpwNiZ0PW0mdT0xbDZtZ2p2YXM0azAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/84/f5/fb/84f5fb23-0194-b302-15f7-e768c9029a28/26UMGIM64142.rgb.jpg/300x300bb.jpg,https://i.ytimg.com/vi/oP8W59L4NFA/mqdefault.jpg
3,trk_5eeb53e07d6b,ILLIT,It's Me,HYBE,BELIFT LAB,0.775141,222.0,709.0,487.0,0,141220,18814,311,4,apple_jp|apple_kr|line|spaceshower,a9NDoFxm_1w,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj1haTI0bGJtNmYybnAmcz1qcDYmdD1tJnU9MWxhdW1hMTFnM2NnMCZpPTA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/cc/76/26/cc76262a-dc2e-0746-ed85-070a56d23d40/26UMGIM46377.rgb.jpg/300x300bb.jpg,https://i.ytimg.com/vi/3qIeEFMcy7k/mqdefault.jpg
4,trk_8367948943a9,NCT 127,Blingy,SM,SM Entertainment,0.719443,201.0,294.0,93.0,0,157217,15455,307,2,apple_kr|line,GnXnZqkYJIs,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj00aHEyNDA4NG92MDluJnM9anA2JnQ9bSZ1PTFsbm5wYWE0bzQ1ZzAmaT0w/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/a7/d6/a8/a7d6a882-9d53-b9ed-6271-7869f805fbc5/888735956515.png/300x300bb.jpg,https://i.ytimg.com/vi/gb9uXz4cAwY/mqdefault.jpg
5,trk_11ba96ba83e7,BIGBANG,BiiiG,YG,YG Entertainment,0.649886,120.0,391.0,271.0,0,12019464,657592,42344,2,apple_kr|line,L8ZnXgbyUuc,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c9c3e19d12305t0ad291e6/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/c5/d9/3a/c5d93ab5-12ac-3800-c13d-e57b819b6d89/8809519881443_cover.png/300x300bb.jpg,https://i.ytimg.com/vi/L8ZnXgbyUuc/mqdefault.jpg
6,trk_da4386389626,TUIDE,GRLS,HYBE,ABD,0.6375,199.0,282.0,83.0,0,,,,1,apple_kr,BOMG7VG5EHk,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0xM3RjMW9iMG44ZHJwJnM9anA2JnQ9bSZ1PTFsb25uYmxwYzUwZzAmaT0w/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/f2/a0/02/f2a00270-a846-b0aa-65b3-91bc94442e10/823375310600_Cover.jpg/300x300bb.jpg,https://i.ytimg.com/vi/BOMG7VG5EHk/default.jpg
7,trk_d794c093112b,ENHYPEN,Bloody Paradise,HYBE,BELIFT LAB,0.614615,132.0,525.0,393.0,0,1159792,127228,1304,2,apple_kr|line,gGL8owj6H4Q,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMTh0MXJhdWsxa2pyaiZzPWpwNiZ0PW0mdT0xZTB0N3A3N2czYWcwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/ca/33/21/ca3321d1-ae6a-d703-7b59-d2ed90455551/823375359418_Cover.jpg/300x300bb.jpg,https://i.ytimg.com/vi/f4bhWXR4d74/mqdefault.jpg
8,trk_42ade9a07a70,aespa,LEMONADE,SM,SM Entertainment,0.595035,134.0,454.0,320.0,0,1415918,49386,370,3,apple_kr|line|spaceshower,C73S1kyygTE,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/SM_Entertainment_Logo.svg/330px-SM_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMXByZjVmb2I0cm0zcyZzPWpwNiZ0PW0mdT0xa3RhdWk4Zjg0MzAwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music221/v4/00/1d/e6/001de64e-c2f1-fd4b-3604-3d2e16641968/888735955211.png/300x300bb.jpg,https://i.ytimg.com/vi/sUKoqZR8Tvc/mqdefault.jpg
9,trk_44730dd254fb,CORTIS,PACK IT UP,HYBE,BIGHIT MUSIC,0.533287,64.0,97.0,33.0,0,2521266,195640,2154,2,apple_kr|line,77LCm3NV0LE,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Big_Hit_Music_Logo.svg/330px-Big_Hit_Music_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/cj0tMms5NHMyczNydjgycCZzPWpwNiZ0PW0mdT0xbHEyZWlhcms0cGcwJmk9MA/m470x470,https://is1-ssl.mzstatic.com/image/thumb/Music211/v4/99/db/df/99dbdf86-b7f8-86ce-e8da-4ddd845f1bdc/823375359456_Cover.jpg/300x300bb.jpg,https://i.ytimg.com/vi/1Sk2jI73cfI/mqdefault.jpg
10,trk_c555c691638f,BIGBANG,BANG BANG BANG,YG,YG Entertainment,0.5025,22.0,61.0,39.0,0,847927574,8123318,422444,1,line,2ips2mM7Zqw,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/YG_Entertainment_Logo.svg/330px-YG_Entertainment_Logo.svg.png,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c9c3e19d12305t0ad291e6/m470x470,https://resource-jp-linemusic.line-scdn.net/r/musicjp/c/c19cb5447t071f82d3/m470x470,https://i.ytimg.com/vi/2ips2mM7Zqw/mqdefault.jpg
